frame tid label truncated occluded alpha l t r b w3d h3d l3d x3d y3d z3d ry rx rz truncr occupr orig_label moving model color score
67 11 Car -1 -1 -1.000000 565.000000 180.000000 649.000000 259.000000 1.529194 1.607595 3.874413 -0.184698 1.732126 16.918808 -1.701227 0 0 -1 -1 -1 -1 -1 -1 1
68 11 Car -1 -1 -1.000000 562.000000 178.000000 644.000000 253.000000 1.575401 1.598596 4.167779 -0.351381 1.716060 17.470727 -1.657033 0 0 -1 -1 -1 -1 -1 -1 1
69 11 Car -1 -1 -1.000000 556.000000 173.000000 639.000000 249.000000 1.586627 1.644047 4.152969 -0.336444 1.630682 17.656256 -1.681537 0 0 -1 -1 -1 -1 -1 -1 1
70 11 Car -1 -1 -1.000000 555.000000 170.000000 636.000000 245.000000 1.545589 1.623988 4.227790 -0.384515 1.275407 18.112940 -1.583182 0 0 -1 -1 -1 -1 -1 -1 1
71 11 Car -1 -1 -1.000000 553.000000 172.000000 630.000000 244.000000 1.596836 1.644346 3.910787 -0.511893 1.624008 18.099084 -1.633930 0 0 -1 -1 -1 -1 -1 -1 1
72 11 Car -1 -1 -1.000000 553.000000 173.000000 628.000000 244.000000 1.571957 1.638903 4.096660 -0.593870 1.583714 18.581424 -1.634102 0 0 -1 -1 -1 -1 -1 -1 1
73 11 Car -1 -1 -1.000000 551.000000 174.000000 625.000000 245.000000 1.594986 1.623204 4.219432 -0.684769 1.688727 19.004580 -1.674736 0 0 -1 -1 -1 -1 -1 -1 1
74 11 Car -1 -1 -1.000000 550.000000 175.000000 622.000000 244.000000 1.604731 1.634495 4.089385 -0.754759 1.464974 18.968067 -1.621706 0 0 -1 -1 -1 -1 -1 -1 1
75 11 Car -1 -1 -1.000000 549.000000 174.000000 621.000000 242.000000 1.600296 1.648060 4.096233 -0.748231 1.710510 19.389548 -1.641920 0 0 -1 -1 -1 -1 -1 -1 1
76 11 Car -1 -1 -1.000000 549.000000 173.000000 621.000000 239.000000 1.610701 1.629838 4.169424 -0.691637 1.451030 19.627518 -1.627969 0 0 -1 -1 -1 -1 -1 -1 1
77 11 Car -1 -1 -1.000000 549.000000 175.000000 616.000000 239.000000 1.618839 1.647956 4.283664 -0.814459 1.728782 20.042707 -1.620483 0 0 -1 -1 -1 -1 -1 -1 1
78 11 Car -1 -1 -1.000000 549.000000 177.000000 616.000000 239.000000 1.577086 1.623565 4.096194 -0.794414 1.749303 20.167421 -1.620190 0 0 -1 -1 -1 -1 -1 -1 1
79 11 Car -1 -1 -1.000000 551.000000 176.000000 616.000000 238.000000 1.587595 1.625754 4.024483 -0.842646 1.694165 20.279287 -1.641270 0 0 -1 -1 -1 -1 -1 -1 1
80 11 Car -1 -1 -1.000000 549.000000 175.000000 617.000000 238.000000 1.607556 1.639999 4.220896 -0.773308 1.708619 20.815348 -1.612726 0 0 -1 -1 -1 -1 -1 -1 1
81 11 Car -1 -1 -1.000000 551.000000 174.000000 617.000000 235.000000 1.575505 1.635730 4.114245 -0.824497 1.671879 20.856677 -1.631187 0 0 -1 -1 -1 -1 -1 -1 1
82 11 Car -1 -1 -1.000000 555.000000 175.000000 617.000000 237.000000 1.599930 1.638597 4.248158 -0.772106 1.725070 21.280850 -1.609311 0 0 -1 -1 -1 -1 -1 -1 1
83 11 Car -1 -1 -1.000000 556.000000 177.000000 617.000000 237.000000 1.580500 1.634409 4.262281 -0.618017 1.481103 21.444330 -1.602782 0 0 -1 -1 -1 -1 -1 -1 1
84 11 Car -1 -1 -1.000000 558.000000 174.000000 618.000000 237.000000 1.591698 1.631603 4.196934 -0.610093 1.735436 21.738633 -1.596884 0 0 -1 -1 -1 -1 -1 -1 1
85 11 Car -1 -1 -1.000000 557.000000 173.000000 619.000000 234.000000 1.578030 1.634793 4.009546 -0.669643 1.674876 21.749247 -1.613539 0 0 -1 -1 -1 -1 -1 -1 1
86 11 Car -1 -1 -1.000000 558.000000 173.000000 618.000000 231.000000 1.596774 1.648109 4.241959 -0.664584 1.684726 22.292966 -1.590720 0 0 -1 -1 -1 -1 -1 -1 1
87 11 Car -1 -1 -1.000000 560.000000 172.000000 619.000000 230.000000 1.579436 1.616394 4.214338 -0.687193 1.649662 22.521491 -1.603786 0 0 -1 -1 -1 -1 -1 -1 1
88 11 Car -1 -1 -1.000000 561.000000 174.000000 618.000000 230.000000 1.630730 1.648141 4.179096 -0.671778 1.667031 22.727016 -1.608419 0 0 -1 -1 -1 -1 -1 -1 1
89 11 Car -1 -1 -1.000000 561.000000 173.000000 619.000000 229.000000 1.551004 1.649303 3.813357 -0.716344 1.594508 22.751180 -1.596633 0 0 -1 -1 -1 -1 -1 -1 1
90 11 Car -1 -1 -1.000000 561.000000 173.000000 619.000000 229.000000 1.594883 1.644088 4.324493 -0.666722 1.627432 23.349209 -1.588974 0 0 -1 -1 -1 -1 -1 -1 1
91 11 Car -1 -1 -1.000000 562.000000 174.000000 619.000000 227.000000 1.603604 1.621550 4.012717 -0.600645 1.691717 23.396168 -1.578977 0 0 -1 -1 -1 -1 -1 -1 1
92 11 Car -1 -1 -1.000000 563.000000 174.000000 619.000000 228.000000 1.603014 1.646848 4.199709 -0.639079 1.683439 23.786060 -1.596107 0 0 -1 -1 -1 -1 -1 -1 1
93 11 Car -1 -1 -1.000000 563.000000 174.000000 618.000000 227.000000 1.570418 1.636800 4.001206 -0.617168 1.692697 24.008097 -1.600519 0 0 -1 -1 -1 -1 -1 -1 1
94 11 Car -1 -1 -1.000000 564.000000 175.000000 618.000000 226.000000 1.579619 1.628196 4.247017 -0.582784 1.687137 24.374749 -1.595448 0 0 -1 -1 -1 -1 -1 -1 1
95 11 Car -1 -1 -1.000000 563.000000 173.000000 618.000000 225.000000 1.562655 1.639811 3.949200 -0.710341 1.606082 24.420255 -1.617446 0 0 -1 -1 -1 -1 -1 -1 1
96 11 Car -1 -1 -1.000000 564.000000 172.000000 618.000000 225.000000 1.575342 1.623312 4.196359 -0.658962 1.611004 24.839601 -1.602674 0 0 -1 -1 -1 -1 -1 -1 1
97 11 Car -1 -1 -1.000000 565.000000 170.000000 617.000000 221.000000 1.555214 1.627984 3.866665 -0.741709 1.546759 25.104607 -1.595860 0 0 -1 -1 -1 -1 -1 -1 1
98 11 Car -1 -1 -1.000000 565.000000 171.000000 617.000000 221.000000 1.596972 1.616656 4.127846 -0.632355 1.124462 25.429147 -1.580871 0 0 -1 -1 -1 -1 -1 -1 1
99 11 Car -1 -1 -1.000000 566.000000 171.000000 617.000000 223.000000 1.585011 1.604767 4.222044 -0.603625 1.715969 25.787645 -1.584933 0 0 -1 -1 -1 -1 -1 -1 1
100 11 Car -1 -1 -1.000000 567.000000 175.000000 617.000000 226.000000 1.596333 1.650994 4.354613 -0.603103 1.759203 26.282993 -1.592770 0 0 -1 -1 -1 -1 -1 -1 1
101 11 Car -1 -1 -1.000000 568.000000 176.000000 617.000000 225.000000 1.584106 1.677185 4.007852 -0.561912 1.848380 26.350045 -1.595047 0 0 -1 -1 -1 -1 -1 -1 1
102 11 Car -1 -1 -1.000000 567.000000 177.000000 618.000000 226.000000 1.611558 1.642766 4.349280 -0.636499 1.813154 26.892464 -1.594755 0 0 -1 -1 -1 -1 -1 -1 1
103 11 Car -1 -1 -1.000000 569.000000 177.000000 618.000000 226.000000 1.616132 1.634551 4.335446 -0.651033 1.462432 27.098692 -1.583633 0 0 -1 -1 -1 -1 -1 -1 1
104 11 Car -1 -1 -1.000000 571.000000 177.000000 619.000000 224.000000 1.591517 1.640599 4.103547 -0.666271 1.823583 27.280882 -1.591205 0 0 -1 -1 -1 -1 -1 -1 1
105 11 Car -1 -1 -1.000000 571.000000 177.000000 617.000000 223.000000 1.560809 1.640719 3.889613 -0.580814 1.802600 27.584354 -1.570078 0 0 -1 -1 -1 -1 -1 -1 1
106 11 Car -1 -1 -1.000000 570.000000 175.000000 618.000000 221.000000 1.580437 1.628602 4.183774 -0.594168 1.731297 27.987327 -1.584492 0 0 -1 -1 -1 -1 -1 -1 1
107 11 Car -1 -1 -1.000000 573.000000 176.000000 618.000000 221.000000 1.612914 1.635419 4.265270 -0.550281 1.762971 28.433918 -1.585636 0 0 -1 -1 -1 -1 -1 -1 1
108 11 Car -1 -1 -1.000000 573.000000 177.000000 617.000000 221.000000 1.573051 1.639249 3.953506 -0.557030 1.743105 28.595101 -1.592872 0 0 -1 -1 -1 -1 -1 -1 1
109 11 Car -1 -1 -1.000000 573.000000 176.000000 617.000000 220.000000 1.566908 1.626118 4.345401 -0.557977 1.405902 29.109797 -1.589404 0 0 -1 -1 -1 -1 -1 -1 1
110 11 Car -1 -1 -1.000000 575.000000 176.000000 618.000000 220.000000 1.577074 1.621828 4.101768 -0.597089 1.784363 29.304047 -1.592602 0 0 -1 -1 -1 -1 -1 -1 1
111 11 Car -1 -1 -1.000000 575.000000 177.000000 618.000000 219.000000 1.592888 1.650065 4.048251 -0.592256 1.827358 29.621820 -1.579054 0 0 -1 -1 -1 -1 -1 -1 1
112 11 Car -1 -1 -1.000000 575.000000 178.000000 618.000000 220.000000 1.617904 1.632574 4.325727 -0.549314 1.880941 30.154924 -1.587809 0 0 -1 -1 -1 -1 -1 -1 1
113 11 Car -1 -1 -1.000000 577.000000 180.000000 619.000000 221.000000 1.538745 1.619748 4.102700 -0.502996 1.917008 30.241355 -1.580558 0 0 -1 -1 -1 -1 -1 -1 1
114 11 Car -1 -1 -1.000000 577.000000 183.000000 619.000000 221.000000 1.651053 1.634488 4.228656 -0.477062 1.918583 30.716022 -1.585510 0 0 -1 -1 -1 -1 -1 -1 1
115 11 Car -1 -1 -1.000000 578.000000 182.000000 619.000000 221.000000 1.611223 1.620341 4.069307 -0.471579 1.989850 30.900601 -1.576485 0 0 -1 -1 -1 -1 -1 -1 1
116 11 Car -1 -1 -1.000000 579.000000 180.000000 619.000000 219.000000 1.541458 1.628055 4.085734 -0.536463 1.876879 31.181051 -1.587684 0 0 -1 -1 -1 -1 -1 -1 1
117 11 Car -1 -1 -1.000000 579.000000 178.000000 620.000000 216.000000 1.585580 1.637602 4.170744 -0.434934 1.793137 31.644157 -1.582880 0 0 -1 -1 -1 -1 -1 -1 1
118 11 Car -1 -1 -1.000000 580.000000 176.000000 619.000000 215.000000 1.613457 1.634744 4.306039 -0.208630 1.397586 32.049957 -1.570046 0 0 -1 -1 -1 -1 -1 -1 1
119 11 Car -1 -1 -1.000000 580.000000 178.000000 618.000000 216.000000 1.607573 1.631321 4.239958 -0.434374 1.858948 32.195504 -1.572149 0 0 -1 -1 -1 -1 -1 -1 1
120 11 Car -1 -1 -1.000000 580.000000 180.000000 620.000000 218.000000 1.554982 1.646048 4.261849 -0.404615 1.898197 32.378027 -1.587117 0 0 -1 -1 -1 -1 -1 -1 1
121 11 Car -1 -1 -1.000000 581.000000 180.000000 619.000000 219.000000 1.543179 1.634976 4.014557 -0.435592 2.101382 32.429144 -1.577793 0 0 -1 -1 -1 -1 -1 -1 1
122 11 Car -1 -1 -1.000000 581.000000 179.000000 619.000000 217.000000 1.576062 1.643965 4.221526 -0.386101 1.905786 32.805316 -1.585778 0 0 -1 -1 -1 -1 -1 -1 1
123 11 Car -1 -1 -1.000000 582.000000 179.000000 620.000000 215.000000 1.612865 1.650448 4.257672 -0.423903 1.833713 33.190477 -1.585189 0 0 -1 -1 -1 -1 -1 -1 1
124 11 Car -1 -1 -1.000000 580.000000 178.000000 619.000000 216.000000 1.577012 1.637059 4.149867 -0.474804 1.382693 33.188432 -1.587777 0 0 -1 -1 -1 -1 -1 -1 1
59 13 Car -1 -1 -1.000000 154.000000 179.000000 223.000000 209.000000 1.648915 1.587231 3.885662 -25.822125 2.291060 44.294684 1.557394 0 0 -1 -1 -1 -1 -1 -1 1
68 13 Car -1 -1 -1.000000 53.000000 188.000000 138.000000 222.000000 1.489490 1.584532 3.906774 -24.785994 2.339320 34.684776 1.517691 0 0 -1 -1 -1 -1 -1 -1 1
69 13 Car -1 -1 -1.000000 36.000000 182.000000 124.000000 218.000000 1.480432 1.558536 3.879063 -24.675390 2.042050 33.671559 1.496042 0 0 -1 -1 -1 -1 -1 -1 1
70 13 Car -1 -1 -1.000000 16.000000 179.000000 109.000000 215.000000 1.512165 1.588194 3.813765 -24.630053 1.495224 32.547175 1.526864 0 0 -1 -1 -1 -1 -1 -1 1
71 13 Car -1 -1 -1.000000 7.000000 180.000000 97.000000 218.000000 1.509492 1.587903 3.807822 -24.468218 1.922608 31.523574 1.513687 0 0 -1 -1 -1 -1 -1 -1 1
72 13 Car -1 -1 -1.000000 1.000000 180.000000 79.000000 219.000000 1.495370 1.590769 3.688381 -24.397500 1.991928 30.286971 1.492568 0 0 -1 -1 -1 -1 -1 -1 1
73 13 Car -1 -1 -1.000000 0.000000 179.000000 60.000000 222.000000 1.488308 1.640779 3.880968 -24.443168 1.950090 29.382083 1.574685 0 0 -1 -1 -1 -1 -1 -1 1
64 14 Car -1 -1 -1.000000 189.000000 178.000000 246.000000 203.000000 1.680817 1.616525 3.955630 -25.891067 2.052412 47.824832 1.440737 0 0 -1 -1 -1 -1 -1 -1 1
66 14 Car -1 -1 -1.000000 173.000000 185.000000 233.000000 211.000000 1.607688 1.622994 3.862482 -25.787473 2.351630 45.766212 1.479381 0 0 -1 -1 -1 -1 -1 -1 1
67 14 Car -1 -1 -1.000000 163.000000 187.000000 225.000000 213.000000 1.590450 1.662624 4.052388 -25.811662 2.527908 44.584514 1.408729 0 0 -1 -1 -1 -1 -1 -1 1
68 14 Car -1 -1 -1.000000 152.000000 184.000000 216.000000 211.000000 1.611063 1.634602 3.947863 -25.820743 2.334866 43.288115 1.134042 0 0 -1 -1 -1 -1 -1 -1 1
69 14 Car -1 -1 -1.000000 141.000000 179.000000 208.000000 208.000000 1.558273 1.587767 3.964587 -25.445068 2.001010 42.506862 1.421951 0 0 -1 -1 -1 -1 -1 -1 1
70 14 Car -1 -1 -1.000000 130.000000 173.000000 203.000000 204.000000 1.513033 1.684891 4.132060 -25.464712 1.264073 41.371851 1.432162 0 0 -1 -1 -1 -1 -1 -1 1
71 14 Car -1 -1 -1.000000 119.000000 174.000000 193.000000 205.000000 1.566404 1.676467 4.067533 -25.401849 1.691637 40.378591 1.406731 0 0 -1 -1 -1 -1 -1 -1 1
72 14 Car -1 -1 -1.000000 104.000000 178.000000 180.000000 207.000000 1.522787 1.616257 4.066158 -25.082374 1.875525 39.204114 1.467237 0 0 -1 -1 -1 -1 -1 -1 1
73 14 Car -1 -1 -1.000000 107.000000 179.000000 174.000000 210.000000 1.547697 1.623786 3.926994 -25.065391 2.207812 38.511470 1.474361 0 0 -1 -1 -1 -1 -1 -1 1
74 14 Car -1 -1 -1.000000 76.000000 179.000000 164.000000 212.000000 1.515293 1.613956 3.972991 -24.953228 1.488285 36.959167 1.490033 0 0 -1 -1 -1 -1 -1 -1 1
75 14 Car -1 -1 -1.000000 65.000000 177.000000 156.000000 211.000000 1.540417 1.641771 4.199053 -24.770830 1.922079 36.070230 1.476335 0 0 -1 -1 -1 -1 -1 -1 1
76 14 Car -1 -1 -1.000000 49.000000 177.000000 146.000000 211.000000 1.529787 1.648732 4.087740 -24.444398 1.441628 35.046884 1.483745 0 0 -1 -1 -1 -1 -1 -1 1
77 14 Car -1 -1 -1.000000 35.000000 176.000000 135.000000 213.000000 1.512608 1.630106 3.929545 -24.464815 1.833056 33.747473 1.509599 0 0 -1 -1 -1 -1 -1 -1 1
78 14 Car -1 -1 -1.000000 17.000000 176.000000 124.000000 215.000000 1.543318 1.630356 4.153912 -24.382346 1.817830 32.763633 1.534364 0 0 -1 -1 -1 -1 -1 -1 1
79 14 Car -1 -1 -1.000000 0.000000 175.000000 112.000000 215.000000 1.556690 1.672314 4.122517 -24.163418 1.721348 31.667155 1.510952 0 0 -1 -1 -1 -1 -1 -1 1
80 14 Car -1 -1 -1.000000 0.000000 173.000000 97.000000 215.000000 1.552978 1.656000 4.115427 -24.000012 1.730450 30.598062 1.505016 0 0 -1 -1 -1 -1 -1 -1 1
81 14 Car -1 -1 -1.000000 0.000000 172.000000 85.000000 214.000000 1.631622 1.663249 4.110446 -23.876121 1.647419 29.641878 1.497386 0 0 -1 -1 -1 -1 -1 -1 1
82 14 Car -1 -1 -1.000000 0.000000 173.000000 74.000000 214.000000 1.559094 1.669402 4.153442 -23.777727 1.608936 28.479739 1.521270 0 0 -1 -1 -1 -1 -1 -1 1
83 14 Car -1 -1 -1.000000 0.000000 173.000000 55.000000 215.000000 1.522056 1.644890 3.983341 -23.517819 1.168221 27.797954 1.557633 0 0 -1 -1 -1 -1 -1 -1 1
104 22 Car -1 -1 -1.000000 230.000000 176.000000 290.000000 202.000000 1.535844 1.632246 3.836122 -24.120905 2.199044 48.346926 -2.635588 0 0 -1 -1 -1 -1 -1 -1 1
108 22 Car -1 -1 -1.000000 184.000000 175.000000 252.000000 202.000000 1.556000 1.654510 3.878931 -24.031553 1.948685 43.495462 1.154141 0 0 -1 -1 -1 -1 -1 -1 1
109 22 Car -1 -1 -1.000000 174.000000 176.000000 242.000000 203.000000 1.609543 1.657031 3.851875 -24.096373 1.330303 42.227079 1.147629 0 0 -1 -1 -1 -1 -1 -1 1
110 22 Car -1 -1 -1.000000 163.000000 176.000000 232.000000 203.000000 1.502249 1.576324 3.824945 -23.961370 1.701010 41.087926 1.541508 0 0 -1 -1 -1 -1 -1 -1 1
111 22 Car -1 -1 -1.000000 149.000000 176.000000 223.000000 205.000000 1.503603 1.556526 3.784999 -23.510507 1.725857 39.930102 1.576585 0 0 -1 -1 -1 -1 -1 -1 1
112 22 Car -1 -1 -1.000000 135.000000 177.000000 214.000000 206.000000 1.502213 1.644734 3.937618 -23.902258 1.798826 38.799661 1.385000 0 0 -1 -1 -1 -1 -1 -1 1
113 22 Car -1 -1 -1.000000 122.000000 179.000000 200.000000 210.000000 1.532305 1.585578 3.980175 -23.265367 1.978062 37.630144 1.584236 0 0 -1 -1 -1 -1 -1 -1 1
114 22 Car -1 -1 -1.000000 100.000000 180.000000 188.000000 212.000000 1.519913 1.569058 3.808179 -23.337686 2.015836 36.280827 1.595734 0 0 -1 -1 -1 -1 -1 -1 1
115 22 Car -1 -1 -1.000000 82.000000 179.000000 171.000000 213.000000 1.528750 1.584992 4.028642 -23.434807 1.921221 35.137030 1.600114 0 0 -1 -1 -1 -1 -1 -1 1
116 22 Car -1 -1 -1.000000 64.000000 178.000000 157.000000 212.000000 1.491853 1.557142 3.776405 -23.291320 1.875321 33.773389 1.564990 0 0 -1 -1 -1 -1 -1 -1 1
117 22 Car -1 -1 -1.000000 41.000000 176.000000 142.000000 212.000000 1.502629 1.613897 4.075392 -23.138114 1.859541 32.638423 1.597557 0 0 -1 -1 -1 -1 -1 -1 1
118 22 Car -1 -1 -1.000000 16.000000 176.000000 121.000000 212.000000 1.519595 1.569543 3.920632 -22.946646 1.313550 31.322181 1.604808 0 0 -1 -1 -1 -1 -1 -1 1
119 22 Car -1 -1 -1.000000 0.000000 176.000000 99.000000 214.000000 1.449350 1.585799 3.939181 -23.338382 1.802080 30.095092 -1.523075 0 0 -1 -1 -1 -1 -1 -1 1
120 22 Car -1 -1 -1.000000 1.000000 181.000000 80.000000 221.000000 1.506692 1.596801 3.881840 -23.069460 1.938815 28.731834 1.529736 0 0 -1 -1 -1 -1 -1 -1 1
111 24 Car -1 -1 -1.000000 212.000000 177.000000 271.000000 202.000000 1.713611 1.585669 3.954327 -23.499051 1.954800 46.445474 1.530751 0 0 -1 -1 -1 -1 -1 -1 1
112 24 Car -1 -1 -1.000000 200.000000 179.000000 262.000000 204.000000 1.617137 1.681599 4.015805 -23.510989 1.924028 45.097583 1.455030 0 0 -1 -1 -1 -1 -1 -1 1
113 24 Car -1 -1 -1.000000 190.000000 180.000000 253.000000 206.000000 1.573142 1.629609 4.062867 -23.448579 2.025920 43.779144 1.485339 0 0 -1 -1 -1 -1 -1 -1 1
114 24 Car -1 -1 -1.000000 175.000000 181.000000 244.000000 209.000000 1.513296 1.567107 3.882435 -23.329384 2.075432 42.429432 1.590436 0 0 -1 -1 -1 -1 -1 -1 1
116 24 Car -1 -1 -1.000000 147.000000 178.000000 228.000000 208.000000 1.500955 1.625177 4.079819 -23.265100 1.946995 39.994872 1.530314 0 0 -1 -1 -1 -1 -1 -1 1
117 24 Car -1 -1 -1.000000 127.000000 174.000000 214.000000 205.000000 1.639034 1.634207 4.127267 -23.293481 1.711410 38.760719 1.497177 0 0 -1 -1 -1 -1 -1 -1 1
118 24 Car -1 -1 -1.000000 119.000000 174.000000 199.000000 207.000000 1.545764 1.624157 4.165374 -23.013123 1.230274 37.552233 1.475535 0 0 -1 -1 -1 -1 -1 -1 1
119 24 Car -1 -1 -1.000000 97.000000 179.000000 188.000000 211.000000 1.486722 1.623579 4.079802 -23.262279 1.820155 36.159500 1.506226 0 0 -1 -1 -1 -1 -1 -1 1
120 24 Car -1 -1 -1.000000 74.000000 181.000000 186.000000 215.000000 1.536502 1.598190 3.849531 -23.071084 2.013445 34.691778 1.520062 0 0 -1 -1 -1 -1 -1 -1 1
122 24 Car -1 -1 -1.000000 49.000000 182.000000 144.000000 212.000000 1.460419 1.634183 4.057329 -23.344527 2.053186 31.925150 -1.560993 0 0 -1 -1 -1 -1 -1 -1 1
123 24 Car -1 -1 -1.000000 15.000000 181.000000 120.000000 216.000000 1.481051 1.611996 3.929417 -23.153082 1.946351 31.012682 1.527463 0 0 -1 -1 -1 -1 -1 -1 1
124 24 Car -1 -1 -1.000000 0.000000 179.000000 102.000000 218.000000 1.559168 1.616342 3.877784 -23.060638 1.447531 29.193024 1.515727 0 0 -1 -1 -1 -1 -1 -1 1
116 25 Car -1 -1 -1.000000 212.000000 176.000000 272.000000 203.000000 1.679955 1.622027 3.926143 -23.736271 1.964995 46.695480 1.287472 0 0 -1 -1 -1 -1 -1 -1 1
117 25 Car -1 -1 -1.000000 198.000000 172.000000 271.000000 202.000000 1.564701 1.579904 3.844494 -23.548583 1.849764 45.126112 1.547228 0 0 -1 -1 -1 -1 -1 -1 1
121 25 Car -1 -1 -1.000000 155.000000 181.000000 222.000000 211.000000 1.540866 1.617025 3.999004 -23.355369 2.074783 40.050891 1.546787 0 0 -1 -1 -1 -1 -1 -1 1
122 25 Car -1 -1 -1.000000 134.000000 181.000000 208.000000 211.000000 1.527415 1.633701 4.153198 -23.364353 2.030643 38.764591 1.524819 0 0 -1 -1 -1 -1 -1 -1 1
123 25 Car -1 -1 -1.000000 115.000000 180.000000 196.000000 211.000000 1.538747 1.657204 4.127592 -23.281095 1.951548 37.391349 1.530967 0 0 -1 -1 -1 -1 -1 -1 1
124 25 Car -1 -1 -1.000000 95.000000 179.000000 183.000000 212.000000 1.515391 1.612934 3.840894 -23.287040 1.416861 35.691627 1.577414 0 0 -1 -1 -1 -1 -1 -1 1
125 25 Car -1 -1 -1.000000 75.000000 180.000000 165.000000 214.000000 1.519506 1.627373 3.917885 -23.214885 2.004149 34.358849 1.552056 0 0 -1 -1 -1 -1 -1 -1 1
126 25 Car -1 -1 -1.000000 49.000000 181.000000 154.000000 217.000000 1.542544 1.612311 3.745116 -23.128391 1.980059 33.004340 1.544017 0 0 -1 -1 -1 -1 -1 -1 1
127 25 Car -1 -1 -1.000000 29.000000 180.000000 131.000000 218.000000 1.511615 1.610316 3.786236 -23.115975 1.880085 31.708636 1.573237 0 0 -1 -1 -1 -1 -1 -1 1
128 25 Car -1 -1 -1.000000 0.000000 181.000000 111.000000 221.000000 1.494173 1.605009 3.636226 -23.051726 1.815911 30.130562 1.543859 0 0 -1 -1 -1 -1 -1 -1 1
129 25 Car -1 -1 -1.000000 1.000000 178.000000 93.000000 219.000000 1.506137 1.642824 4.041101 -23.064659 1.828666 29.001106 1.572738 0 0 -1 -1 -1 -1 -1 -1 1
130 25 Car -1 -1 -1.000000 2.000000 180.000000 69.000000 220.000000 1.526047 1.622946 3.877164 -23.044313 1.430599 27.596274 1.577688 0 0 -1 -1 -1 -1 -1 -1 1
131 25 Car -1 -1 -1.000000 0.000000 180.000000 48.000000 220.000000 1.484117 1.643550 3.953950 -22.950357 1.757086 26.575248 1.505965 0 0 -1 -1 -1 -1 -1 -1 1
125 27 Car -1 -1 -1.000000 581.000000 180.000000 618.000000 217.000000 1.562302 1.634553 4.156263 -0.388268 1.944968 33.347970 -1.576179 0 0 -1 -1 -1 -1 -1 -1 1
126 27 Car -1 -1 -1.000000 580.000000 182.000000 619.000000 217.000000 1.541943 1.603152 3.955544 -0.414923 2.005767 33.534039 -1.589362 0 0 -1 -1 -1 -1 -1 -1 1
127 27 Car -1 -1 -1.000000 581.000000 180.000000 619.000000 214.000000 1.588556 1.639088 4.188646 -0.404522 1.859205 33.805359 -1.579662 0 0 -1 -1 -1 -1 -1 -1 1
128 27 Car -1 -1 -1.000000 581.000000 178.000000 619.000000 212.000000 1.580320 1.628098 4.153431 -0.416465 1.771905 33.887179 -1.586662 0 0 -1 -1 -1 -1 -1 -1 1
129 27 Car -1 -1 -1.000000 581.000000 176.000000 620.000000 211.000000 1.493562 1.621516 4.045032 -0.414518 1.759555 33.849028 -1.606106 0 0 -1 -1 -1 -1 -1 -1 1
130 27 Car -1 -1 -1.000000 582.000000 175.000000 621.000000 212.000000 1.502805 1.604922 3.969227 -0.391388 1.310129 33.981646 -1.579598 0 0 -1 -1 -1 -1 -1 -1 1
131 27 Car -1 -1 -1.000000 583.000000 175.000000 621.000000 211.000000 1.479476 1.611991 3.872725 -0.395065 1.790538 33.935955 -1.591829 0 0 -1 -1 -1 -1 -1 -1 1
132 27 Car -1 -1 -1.000000 584.000000 176.000000 622.000000 211.000000 1.523277 1.629964 4.141783 -0.279909 1.247293 34.410434 -1.571523 0 0 -1 -1 -1 -1 -1 -1 1
133 27 Car -1 -1 -1.000000 584.000000 176.000000 622.000000 211.000000 1.567460 1.639486 4.239714 -0.290236 1.799995 34.701114 -1.582330 0 0 -1 -1 -1 -1 -1 -1 1
134 27 Car -1 -1 -1.000000 585.000000 175.000000 624.000000 210.000000 1.524846 1.618426 4.126811 -0.146236 1.200986 34.726690 -1.567937 0 0 -1 -1 -1 -1 -1 -1 1
135 27 Car -1 -1 -1.000000 587.000000 174.000000 625.000000 209.000000 1.576217 1.635343 4.284427 -0.178533 1.674359 35.095528 -1.574298 0 0 -1 -1 -1 -1 -1 -1 1
136 27 Car -1 -1 -1.000000 587.000000 172.000000 625.000000 207.000000 1.604347 1.648080 4.224451 -0.151432 1.634912 35.112417 -1.564234 0 0 -1 -1 -1 -1 -1 -1 1
137 27 Car -1 -1 -1.000000 588.000000 169.000000 625.000000 205.000000 1.536316 1.616020 3.775321 -0.150094 1.524537 35.065571 -1.586528 0 0 -1 -1 -1 -1 -1 -1 1
138 27 Car -1 -1 -1.000000 588.000000 169.000000 626.000000 204.000000 1.575497 1.658565 4.043490 -0.160844 1.397647 35.125219 -1.583117 0 0 -1 -1 -1 -1 -1 -1 1
139 27 Car -1 -1 -1.000000 587.000000 174.000000 626.000000 209.000000 1.571560 1.642014 4.174392 -0.112111 1.637885 35.429042 -1.581053 0 0 -1 -1 -1 -1 -1 -1 1
140 27 Car -1 -1 -1.000000 588.000000 179.000000 625.000000 214.000000 1.571738 1.647874 4.095276 -0.156646 1.939061 35.448788 -1.584285 0 0 -1 -1 -1 -1 -1 -1 1
141 27 Car -1 -1 -1.000000 587.000000 180.000000 625.000000 215.000000 1.501201 1.595669 3.644535 -0.123413 1.953750 35.202149 -1.585490 0 0 -1 -1 -1 -1 -1 -1 1
142 27 Car -1 -1 -1.000000 587.000000 179.000000 625.000000 212.000000 1.570260 1.643849 4.151837 -0.212440 1.883007 35.779737 -1.566631 0 0 -1 -1 -1 -1 -1 -1 1
